transaction_id,date,store_branch,customer_type,payment_method,num_items,total_amount,items
10343,2026-05-21 21:51,홍대점,기존,카드,3,25000.0,"우유,시리얼,소고기"
10355,2026-03-27 11:07,분당점,신규,카드,2,9700.0,"파스타소스,맥주"
10024,2026-03-04 10:36,분당점,신규,모바일페이,2,9200.0,"라면,계란"
10044,2026-04-27 13:01,홍대점,기존,현금,6,41900.0,"소고기,맥주,식빵,상추,초콜릿,기저귀"
10244,2026-05-27 15:16,강남점,VIP,카드,3,11200.0,"파스타,파스타소스,크루아상"
10738,2026-05-17 12:50,홍대점,기존,카드,7,29500.0,"파스타,계란,화장지,상추,감자칩,파스타소스,라면"
11136,2026-03-09 16:51,분당점,신규,모바일페이,1,4200.0,계란
10368,2026-05-17 09:37,강남점,신규,모바일페이,12,53200.0,"삼겹살,라면,상추,식빵,버터,맥주,커피,크루아상,양파,마늘,우유,계란"
10164,2026-04-29 14:15,홍대점,기존,현금,2,8300.0,"마늘,커피"
11116,2026-03-22 21:42,홍대점,기존,카드,2,20300.0,"소고기,바나나"
10333,2026-05-03 21:57,잠실점,VIP,카드,4,25400.0,"우유,시리얼,마늘,삼겹살"
10989,2026-05-26 14:06,분당점,기존,현금,5,20700.0,"파스타,식빵,우유,버터,커피"
11173,2026-04-09 13:25,강남점,기존,카드,3,10800.0,"라면,계란,생수"
11002,2026-04-25 20:08,홍대점,VIP,카드,1,3000.0,라면
10378,2026-04-08 18:52,홍대점,기존,모바일페이,3,10800.0,"커피,감자칩,크루아상"
10310,2026-04-24 12:02,강남점,VIP,카드,5,21200.0,"파스타,닭가슴살,식빵,초콜릿,파스타소스"
10156,2026-03-17 11:59,잠실점,기존,카드,6,35600.0,"파스타,맥주,감자,파스타소스,마늘,기저귀"
10211,2026-04-06 20:43,분당점,신규,카드,7,33600.0,"파스타,우유,시리얼,상추,삼겹살,파스타소스,마늘"
10087,2026-04-10 08:51,홍대점,기존,현금,2,12800.0,"화장지,사과"
10169,2026-03-18 20:52,분당점,기존,카드,3,8200.0,"콜라,감자칩,식빵"
10995,2026-05-08 19:42,분당점,VIP,카드,3,26500.0,"시리얼,기저귀,계란"
10052,2026-05-28 11:47,잠실점,신규,카드,7,35200.0,"식빵,시리얼,상추,삼겹살,버터,마늘,생수"
10439,2026-05-07 21:19,잠실점,기존,현금,6,30100.0,"파스타,맥주,우유,상추,사과,기저귀"
10550,2026-03-29 13:09,홍대점,기존,카드,5,15500.0,"식빵,우유,감자칩,버터,콜라"
10491,2026-03-12 16:43,분당점,기존,모바일페이,2,23700.0,"소고기,라면"
10426,2026-03-21 08:56,홍대점,기존,카드,7,38200.0,"맥주,식빵,우유,시리얼,삼겹살,사과,버터"
10136,2026-05-07 10:33,홍대점,VIP,카드,3,23100.0,"삼겹살,커피,크루아상"
11192,2026-04-23 14:54,분당점,기존,카드,5,15300.0,"파스타,요거트,감자칩,파스타소스,콜라"
10055,2026-03-01 18:29,분당점,VIP,카드,6,31700.0,"바나나,우유,시리얼,상추,삼겹살,마늘"
10079,2026-04-10 11:18,잠실점,기존,현금,1,4500.0,크루아상
10431,2026-05-01 15:56,강남점,기존,모바일페이,7,29600.0,"파스타,식빵,우유,시리얼,요거트,버터,커피"
10185,2026-03-15 21:23,홍대점,신규,카드,2,18300.0,"세제,화장지"
10057,2026-05-22 19:21,강남점,기존,현금,5,24700.0,"계란,상추,삼겹살,마늘,라면"
10943,2026-04-19 11:36,홍대점,기존,모바일페이,4,19900.0,"우유,시리얼,닭가슴살,식빵"
10851,2026-05-06 13:51,분당점,신규,모바일페이,1,2300.0,양파
11164,2026-03-14 21:19,강남점,신규,카드,4,14700.0,"라면,계란,감자,초콜릿"
10219,2026-03-21 17:48,분당점,기존,카드,2,8400.0,"파스타,파스타소스"
10845,2026-03-14 18:09,강남점,신규,카드,7,40800.0,"맥주,우유,시리얼,요거트,감자칩,콜라,기저귀"
10114,2026-03-30 17:27,분당점,기존,카드,3,23400.0,"우유,기저귀,맥주"
10549,2026-03-10 16:21,잠실점,VIP,현금,9,54500.0,"파스타,맥주,우유,시리얼,감자칩,삼겹살,파스타소스,콜라,기저귀"
11019,2026-05-25 12:53,강남점,기존,현금,5,21900.0,"파스타,계란,요거트,파스타소스,라면"
11073,2026-05-05 18:56,분당점,기존,모바일페이,8,33900.0,"치즈,상추,감자칩,사과,삼겹살,파스타소스,마늘,양파"
10175,2026-04-26 14:30,잠실점,신규,카드,7,43100.0,"계란,맥주,식빵,우유,버터,기저귀,라면"
11023,2026-04-12 19:46,잠실점,신규,현금,1,3600.0,사과
10616,2026-03-04 11:48,잠실점,신규,카드,4,12200.0,"우유,시리얼,콜라,감자칩"
10514,2026-03-25 15:58,강남점,VIP,카드,5,24200.0,"파스타,계란,라면,커피,크루아상"
10462,2026-03-28 09:11,분당점,신규,카드,1,2400.0,콜라
10287,2026-05-26 14:37,잠실점,신규,카드,7,47700.0,"파스타,맥주,감자,바나나,삼겹살,파스타소스,기저귀"
10382,2026-05-02 11:00,분당점,기존,현금,4,23700.0,"우유,시리얼,기저귀,상추"
11008,2026-05-11 19:42,분당점,기존,카드,1,5100.0,크루아상
10671,2026-05-13 21:31,강남점,VIP,모바일페이,2,19600.0,"기저귀,계란"
10535,2026-03-22 13:55,잠실점,신규,현금,6,22900.0,"치즈,식빵,우유,상추,버터,파스타소스"
10910,2026-04-14 13:10,잠실점,기존,카드,6,27300.0,"파스타,상추,삼겹살,파스타소스,마늘,라면"
10293,2026-04-26 13:54,홍대점,기존,카드,1,5700.0,버터
10124,2026-05-19 11:40,홍대점,신규,카드,1,3400.0,마늘
10583,2026-03-07 18:05,강남점,기존,카드,5,23100.0,"닭가슴살,식빵,우유,초콜릿,버터"
10141,2026-04-30 08:17,잠실점,기존,카드,3,24000.0,"기저귀,계란,맥주"
10736,2026-04-09 08:30,홍대점,기존,카드,4,13100.0,"우유,버터,식빵,감자"
10082,2026-03-26 14:11,홍대점,기존,카드,5,14500.0,"식빵,감자,우유,버터,생수"
10882,2026-04-20 18:20,분당점,기존,현금,6,28000.0,"상추,감자칩,삼겹살,콜라,마늘,라면"
10740,2026-05-20 18:50,홍대점,기존,카드,10,51400.0,"치즈,맥주,식빵,우유,상추,감자칩,삼겹살,버터,콜라,기저귀"
11102,2026-05-25 16:29,홍대점,기존,카드,7,46000.0,"식빵,우유,삼겹살,버터,기저귀,양파,크루아상"
10909,2026-04-06 10:10,강남점,신규,카드,2,9000.0,"버터,바나나"
11167,2026-04-04 13:03,강남점,신규,카드,1,5500.0,버터
10937,2026-04-25 08:44,분당점,VIP,카드,4,21700.0,"닭가슴살,커피,감자,크루아상"
10372,2026-05-12 15:46,홍대점,기존,현금,6,30000.0,"맥주,감자,바나나,우유,시리얼,기저귀"
10890,2026-03-12 08:53,잠실점,기존,카드,7,34700.0,"닭가슴살,계란,우유,시리얼,요거트,삼겹살,라면"
10157,2026-05-03 11:09,잠실점,기존,카드,5,33600.0,"파스타,맥주,파스타소스,기저귀,양파"
10992,2026-05-26 20:17,분당점,기존,카드,4,26200.0,"상추,커피,크루아상,삼겹살"
10622,2026-04-15 19:16,잠실점,VIP,모바일페이,6,26700.0,"계란,우유,시리얼,라면,커피,크루아상"
11038,2026-04-08 17:27,잠실점,신규,모바일페이,3,11500.0,"파스타,라면,계란"
10245,2026-05-26 17:47,홍대점,VIP,카드,6,40300.0,"파스타,소고기,버터,파스타소스,커피,크루아상"
10159,2026-04-28 20:55,분당점,VIP,카드,11,50200.0,"치즈,계란,식빵,감자,우유,시리얼,버터,라면,커피,양파,크루아상"
10746,2026-03-08 13:28,잠실점,신규,카드,3,13100.0,"라면,마늘,계란"
10193,2026-03-05 12:36,잠실점,기존,카드,6,41700.0,"파스타,소고기,맥주,식빵,시리얼,파스타소스"
10534,2026-05-07 08:25,잠실점,VIP,모바일페이,3,24800.0,"기저귀,계란,맥주"
10904,2026-04-11 16:37,강남점,기존,모바일페이,7,33400.0,"식빵,우유,시리얼,상추,삼겹살,버터,마늘"
11004,2026-04-18 15:59,홍대점,기존,카드,6,38200.0,"계란,맥주,콜라,기저귀,라면,크루아상"
11070,2026-03-06 12:41,홍대점,VIP,모바일페이,4,9700.0,"상추,계란,감자,생수"
10414,2026-03-29 16:53,분당점,VIP,현금,3,8700.0,"파스타,파스타소스,상추"
11187,2026-05-02 09:11,잠실점,VIP,모바일페이,10,43200.0,"파스타,닭가슴살,상추,삼겹살,파스타소스,콜라,마늘,생수,커피,크루아상"
10328,2026-05-29 13:19,잠실점,VIP,카드,2,3800.0,"식빵,생수"
10129,2026-03-14 10:36,분당점,신규,카드,3,14000.0,"라면,계란,크루아상"
10695,2026-03-16 10:00,잠실점,기존,현금,4,31700.0,"치즈,소고기,화장지,감자"
10631,2026-03-28 16:05,분당점,VIP,모바일페이,5,21500.0,"파스타,계란,화장지,생수,라면"
10275,2026-04-03 20:53,강남점,기존,모바일페이,4,21900.0,"닭가슴살,파스타,파스타소스,계란"
11148,2026-04-30 09:19,강남점,VIP,모바일페이,1,2800.0,초콜릿
10309,2026-03-11 13:52,잠실점,기존,모바일페이,4,44500.0,"시리얼,기저귀,맥주,소고기"
10234,2026-03-28 20:15,강남점,기존,모바일페이,3,10700.0,"파스타,파스타소스,요거트"
11048,2026-05-24 13:31,강남점,VIP,카드,4,23400.0,"치즈,세제,라면,시리얼"
10623,2026-05-21 11:56,강남점,신규,현금,5,18800.0,"식빵,우유,버터,커피,크루아상"
10644,2026-05-10 17:58,홍대점,신규,카드,10,45700.0,"파스타,맥주,식빵,우유,시리얼,상추,버터,파스타소스,기저귀,양파"
10479,2026-05-09 14:05,강남점,기존,카드,5,37500.0,"소고기,상추,삼겹살,마늘,크루아상"
10472,2026-03-07 17:16,강남점,기존,카드,5,19500.0,"파스타,맥주,식빵,파스타소스,양파"
10926,2026-04-30 15:53,분당점,기존,카드,5,31300.0,"계란,맥주,요거트,시리얼,기저귀"
11098,2026-04-23 09:42,강남점,신규,모바일페이,2,4300.0,"콜라,감자칩"
10627,2026-03-28 14:05,분당점,신규,모바일페이,4,17100.0,"우유,버터,맥주,식빵"
10395,2026-04-24 19:19,분당점,기존,카드,4,16700.0,"콜라,커피,감자칩,크루아상"
10637,2026-05-06 21:10,분당점,기존,카드,2,2800.0,"상추,생수"
10768,2026-03-10 20:09,잠실점,신규,모바일페이,9,45800.0,"계란,맥주,식빵,감자,우유,감자칩,버터,기저귀,라면"
10533,2026-04-18 08:50,홍대점,기존,카드,4,15900.0,"세제,콜라,감자칩,감자"
10718,2026-05-21 11:37,잠실점,기존,카드,6,45300.0,"소고기,상추,삼겹살,마늘,커피,크루아상"
10667,2026-05-17 14:38,강남점,기존,카드,1,13600.0,기저귀
10598,2026-05-27 13:21,잠실점,VIP,카드,3,11800.0,"우유,버터,식빵"
10482,2026-03-26 13:20,홍대점,기존,카드,4,19500.0,"상추,마늘,삼겹살,생수"
11103,2026-04-25 15:36,분당점,기존,카드,4,23700.0,"요거트,콜라,감자칩,기저귀"
10315,2026-05-17 09:52,강남점,VIP,모바일페이,7,20900.0,"파스타,식빵,우유,감자칩,버터,파스타소스,콜라"
10729,2026-04-03 21:47,강남점,기존,카드,5,25600.0,"상추,삼겹살,초콜릿,마늘,커피"
10210,2026-05-28 10:30,잠실점,VIP,모바일페이,5,15500.0,"계란,시리얼,감자칩,콜라,양파"
10934,2026-03-18 14:53,잠실점,VIP,카드,4,16000.0,"라면,계란,초콜릿,화장지"
10434,2026-03-25 20:35,잠실점,신규,카드,7,35800.0,"계란,맥주,감자,감자칩,콜라,기저귀,라면"
10329,2026-03-07 09:28,강남점,기존,카드,1,1000.0,콜라
10261,2026-04-14 13:11,홍대점,VIP,카드,4,29300.0,"시리얼,소고기,라면,계란"
11117,2026-05-18 08:39,강남점,VIP,카드,5,37700.0,"계란,맥주,시리얼,기저귀,라면"
10307,2026-03-28 16:42,잠실점,VIP,모바일페이,4,25600.0,"파스타,기저귀,맥주,콜라"
11067,2026-04-15 20:17,홍대점,VIP,카드,7,30400.0,"닭가슴살,계란,식빵,감자,우유,버터,라면"
10928,2026-03-23 18:13,홍대점,신규,현금,5,27000.0,"파스타,우유,시리얼,파스타소스,세제"
11025,2026-03-05 17:09,홍대점,신규,카드,3,17800.0,"파스타,양파,삼겹살"
10271,2026-05-03 08:53,강남점,VIP,모바일페이,3,8300.0,"파스타,콜라,감자칩"
10291,2026-03-12 14:59,잠실점,신규,현금,9,28000.0,"식빵,바나나,우유,감자칩,버터,콜라,생수,커피,크루아상"
10813,2026-03-10 21:18,강남점,신규,모바일페이,3,8000.0,"우유,콜라,감자칩"
10097,2026-04-20 08:32,잠실점,기존,카드,5,37100.0,"소고기,상추,사과,삼겹살,마늘"
10888,2026-04-18 15:42,강남점,기존,카드,5,42500.0,"사과,삼겹살,기저귀,커피,크루아상"
10819,2026-05-24 08:12,잠실점,기존,카드,5,22400.0,"치즈,감자칩,마늘,세제,커피"
10032,2026-04-11 16:24,강남점,VIP,모바일페이,6,31100.0,"치즈,파스타,맥주,감자칩,파스타소스,기저귀"
10763,2026-05-15 15:57,홍대점,VIP,모바일페이,1,7700.0,닭가슴살
10954,2026-05-18 17:44,잠실점,기존,현금,2,5400.0,"감자,크루아상"
10320,2026-03-16 10:06,잠실점,VIP,카드,1,12600.0,삼겹살
10299,2026-04-13 11:36,분당점,기존,모바일페이,1,4100.0,식빵
10200,2026-04-08 20:55,분당점,VIP,모바일페이,4,18000.0,"우유,시리얼,버터,식빵"
10561,2026-05-12 08:39,잠실점,기존,카드,8,31700.0,"파스타,닭가슴살,식빵,우유,버터,파스타소스,생수,크루아상"
10179,2026-05-24 16:43,분당점,기존,카드,3,5800.0,"콜라,감자칩,바나나"
11132,2026-05-21 20:38,분당점,신규,카드,6,24000.0,"파스타,상추,삼겹살,파스타소스,마늘,양파"
10089,2026-04-10 21:34,홍대점,기존,모바일페이,1,1300.0,생수
10788,2026-05-05 15:27,잠실점,신규,카드,1,12000.0,삼겹살
10725,2026-05-09 09:56,홍대점,VIP,카드,2,21200.0,"세제,삼겹살"
10827,2026-05-05 20:38,잠실점,기존,카드,1,5600.0,시리얼
10209,2026-05-20 11:39,홍대점,기존,모바일페이,5,32000.0,"맥주,요거트,기저귀,커피,크루아상"
11040,2026-03-05 16:34,잠실점,기존,카드,6,32500.0,"닭가슴살,요거트,감자칩,초콜릿,콜라,기저귀"
10297,2026-03-01 20:01,강남점,기존,현금,4,14000.0,"치즈,버터,콜라,감자칩"
10998,2026-04-12 08:17,분당점,VIP,카드,3,13100.0,"우유,시리얼,파스타"
10498,2026-04-15 21:01,홍대점,기존,카드,7,31500.0,"파스타,감자,우유,시리얼,파스타소스,커피,크루아상"
10835,2026-03-18 17:03,강남점,신규,모바일페이,6,27300.0,"파스타,맥주,감자칩,파스타소스,콜라,화장지"
10430,2026-03-06 10:40,강남점,기존,카드,8,45100.0,"닭가슴살,계란,맥주,요거트,상추,감자칩,기저귀,화장지"
10507,2026-05-26 20:38,강남점,신규,모바일페이,8,57600.0,"파스타,소고기,우유,시리얼,삼겹살,초콜릿,버터,마늘"
10831,2026-03-31 20:02,분당점,신규,카드,2,20700.0,"기저귀,맥주"
10694,2026-03-14 21:27,홍대점,VIP,현금,7,35700.0,"맥주,우유,시리얼,감자칩,콜라,생수,기저귀"
10011,2026-03-27 17:54,강남점,신규,카드,7,41000.0,"계란,맥주,화장지,감자칩,콜라,기저귀,라면"
10848,2026-03-18 16:52,강남점,VIP,카드,5,21900.0,"닭가슴살,식빵,우유,감자칩,버터"
10463,2026-05-05 08:44,분당점,기존,모바일페이,3,12100.0,"버터,감자,바나나"
10199,2026-05-25 09:02,잠실점,기존,모바일페이,8,47600.0,"닭가슴살,파스타,계란,화장지,파스타소스,콜라,기저귀,라면"
10060,2026-05-08 11:51,홍대점,신규,모바일페이,9,39200.0,"계란,식빵,우유,시리얼,감자칩,버터,콜라,커피,크루아상"
10907,2026-05-22 13:11,분당점,기존,카드,2,7500.0,"우유,시리얼"
10997,2026-05-20 13:34,잠실점,신규,모바일페이,3,17000.0,"파스타,파스타소스,화장지"
10276,2026-05-09 12:37,강남점,기존,모바일페이,5,48600.0,"치즈,파스타,소고기,파스타소스,기저귀"
10809,2026-03-17 19:56,잠실점,신규,현금,4,26400.0,"기저귀,맥주,감자칩,초콜릿"
10908,2026-03-23 12:01,강남점,기존,카드,6,30500.0,"상추,삼겹살,사과,마늘,커피,크루아상"
10658,2026-05-06 12:16,홍대점,신규,카드,6,28600.0,"맥주,감자칩,콜라,마늘,생수,기저귀"
10957,2026-05-03 09:57,강남점,VIP,카드,4,12700.0,"우유,버터,파스타,식빵"
10886,2026-04-14 08:41,잠실점,기존,카드,2,21600.0,"기저귀,맥주"
10221,2026-03-20 10:54,잠실점,신규,카드,1,17600.0,소고기
10789,2026-04-17 21:18,강남점,기존,현금,1,1700.0,양파
10712,2026-04-06 10:28,잠실점,신규,카드,2,2700.0,"감자칩,감자"
10714,2026-03-21 12:49,강남점,기존,카드,4,35200.0,"치즈,소고기,계란,화장지"
11113,2026-03-16 14:10,강남점,기존,카드,6,29700.0,"파스타,감자칩,버터,파스타소스,콜라,기저귀"
11191,2026-04-18 16:25,강남점,VIP,카드,3,16200.0,"감자칩,삼겹살,초콜릿"
10790,2026-04-10 20:37,잠실점,VIP,카드,2,5900.0,"우유,감자칩"
10416,2026-05-14 17:48,강남점,기존,카드,5,30200.0,"파스타,우유,시리얼,삼겹살,파스타소스"
10899,2026-03-23 12:06,홍대점,VIP,카드,2,14900.0,"닭가슴살,커피"
10935,2026-04-30 21:43,강남점,신규,모바일페이,4,18300.0,"우유,버터,커피,식빵"
10266,2026-05-11 14:57,홍대점,기존,카드,6,23100.0,"파스타,우유,시리얼,감자칩,파스타소스,마늘"
10632,2026-04-27 11:20,잠실점,기존,카드,2,7000.0,"시리얼,생수"
10248,2026-04-29 09:53,잠실점,VIP,카드,12,47000.0,"식빵,바나나,우유,시리얼,감자칩,버터,콜라,파스타소스,화장지,커피,양파,크루아상"
10683,2026-04-25 08:20,잠실점,기존,모바일페이,2,6100.0,"감자칩,초콜릿"
10559,2026-04-24 09:17,강남점,기존,모바일페이,7,46300.0,"소고기,상추,감자칩,삼겹살,콜라,마늘,커피"
11137,2026-04-12 12:31,분당점,신규,카드,3,11400.0,"파스타,파스타소스,상추"
10968,2026-05-27 13:36,강남점,기존,모바일페이,5,22500.0,"식빵,우유,버터,콜라,세제"
11005,2026-05-24 12:29,강남점,VIP,카드,4,21700.0,"콜라,기저귀,감자칩,초콜릿"
10985,2026-03-12 16:52,분당점,VIP,모바일페이,3,24200.0,"기저귀,맥주,커피"
10295,2026-04-12 14:09,잠실점,기존,모바일페이,2,11300.0,"커피,크루아상"
10520,2026-05-14 20:00,분당점,기존,현금,6,24700.0,"우유,상추,감자칩,삼겹살,초콜릿,마늘"
10771,2026-03-12 16:41,분당점,기존,카드,1,1900.0,상추
10084,2026-03-17 12:02,분당점,신규,현금,4,29700.0,"기저귀,화장지,맥주,사과"
10232,2026-05-09 16:23,분당점,기존,카드,5,19900.0,"식빵,우유,버터,커피,크루아상"
10621,2026-03-09 10:37,홍대점,기존,카드,6,25000.0,"파스타,식빵,우유,시리얼,버터,파스타소스"
10334,2026-04-11 11:11,분당점,기존,현금,8,36100.0,"계란,식빵,우유,상추,감자칩,삼겹살,버터,마늘"
10130,2026-05-09 12:00,홍대점,기존,카드,5,44700.0,"소고기,식빵,우유,삼겹살,버터"
11012,2026-05-11 10:30,잠실점,VIP,현금,6,23300.0,"상추,감자칩,삼겹살,콜라,파스타소스,마늘"
10645,2026-03-02 11:58,잠실점,신규,카드,5,36700.0,"소고기,우유,상추,삼겹살,마늘"
10974,2026-05-16 09:32,잠실점,기존,모바일페이,1,11600.0,삼겹살
10383,2026-05-18 08:50,분당점,신규,카드,6,25200.0,"파스타,요거트,상추,삼겹살,파스타소스,마늘"
10868,2026-04-17 20:09,잠실점,VIP,모바일페이,3,28000.0,"기저귀,화장지,맥주"
10543,2026-05-20 18:46,잠실점,기존,모바일페이,1,1000.0,양파
11194,2026-04-04 17:42,홍대점,신규,모바일페이,1,3300.0,바나나
10875,2026-05-16 15:10,강남점,기존,카드,1,4800.0,치즈
10332,2026-05-10 16:49,홍대점,신규,카드,1,4600.0,버터
10410,2026-04-17 17:52,잠실점,신규,카드,5,20500.0,"파스타,식빵,우유,버터,파스타소스"
10077,2026-05-13 16:22,홍대점,신규,카드,3,10100.0,"우유,버터,식빵"
10869,2026-03-19 10:57,잠실점,기존,카드,5,26000.0,"파스타,상추,삼겹살,파스타소스,마늘"
10139,2026-04-26 14:24,분당점,기존,카드,6,23500.0,"우유,시리얼,요거트,콜라,커피,크루아상"
10544,2026-03-07 16:55,잠실점,기존,모바일페이,4,13100.0,"치즈,버터,상추,마늘"
10674,2026-04-29 15:30,강남점,기존,카드,2,22000.0,"기저귀,맥주"
10921,2026-05-03 21:43,강남점,신규,카드,3,11800.0,"우유,시리얼,라면"
10064,2026-03-05 20:56,분당점,기존,현금,4,13600.0,"파스타,파스타소스,상추,요거트"
10142,2026-04-14 16:46,강남점,기존,카드,5,21400.0,"파스타,계란,감자,우유,시리얼"
10717,2026-04-11 13:36,강남점,기존,카드,2,3800.0,"콜라,감자칩"
10377,2026-04-17 08:04,잠실점,신규,모바일페이,3,11400.0,"라면,계란,양파"
10364,2026-03-17 20:43,잠실점,기존,모바일페이,4,20800.0,"상추,마늘,삼겹살,맥주"
10140,2026-05-10 17:37,분당점,기존,카드,3,17000.0,"라면,커피,계란"
10885,2026-05-28 13:25,분당점,신규,카드,7,36200.0,"맥주,식빵,우유,감자칩,버터,콜라,기저귀"
11042,2026-03-25 18:36,분당점,신규,카드,6,23400.0,"파스타,파스타소스,콜라,마늘,커피,크루아상"
10225,2026-05-10 14:58,홍대점,기존,카드,5,15900.0,"계란,요거트,감자칩,콜라,라면"
10515,2026-03-26 10:58,잠실점,기존,카드,3,5600.0,"콜라,감자칩,생수"
10267,2026-05-21 20:48,강남점,기존,카드,4,22700.0,"우유,버터,세제,식빵"
11170,2026-05-08 21:04,홍대점,VIP,카드,2,10600.0,"버터,사과"
10487,2026-04-08 12:08,강남점,VIP,현금,6,30000.0,"우유,시리얼,감자칩,삼겹살,마늘,크루아상"
10353,2026-05-09 10:15,홍대점,VIP,모바일페이,6,30500.0,"파스타,상추,삼겹살,파스타소스,마늘,화장지"
11006,2026-04-22 15:04,강남점,신규,현금,1,4400.0,식빵
10618,2026-03-04 15:49,강남점,기존,모바일페이,2,21100.0,"기저귀,맥주"
10668,2026-04-01 10:45,홍대점,신규,현금,4,14300.0,"요거트,콜라,감자칩,크루아상"
10775,2026-04-10 09:04,분당점,기존,모바일페이,3,18800.0,"상추,마늘,삼겹살"
10554,2026-04-18 08:12,분당점,신규,카드,3,12700.0,"요거트,버터,시리얼"
10576,2026-05-01 11:40,잠실점,기존,현금,3,7800.0,"파스타,초콜릿,생수"
