transaction_id,transaction_amount,transaction_hour,merchant_category,customer_age,account_tenure_days,avg_monthly_spending,estimated_card_limit,distance_from_home_km,is_foreign_transaction,num_transactions_last_24h,time_since_last_transaction_min,is_fraud
100149,46400.0,22,여행/항공,65.0,2129,389200.0,1040000.0,12.9,0,2,3.9,0
100336,40200.0,17,온라인쇼핑,64.0,3453,645200.0,1767000.0,,0,2,538.9,0
100473,36400.0,6,레스토랑,43.0,3697,108800.0,300000.0,37.4,0,1,108.3,0
100985,46200.0,0,편의점,51.0,1769,256700.0,754000.0,2.3,1,1,30.0,0
100522,30700.0,11,주유소,27.0,2274,122700.0,300000.0,6.0,0,2,142.3,0
100066,22500.0,9,편의점,37.0,469,209500.0,644000.0,67.1,0,3,32.1,0
100028,75700.0,9,전자기기,65.0,778,,858000.0,25.0,0,3,402.9,0
100686,168900.0,23,온라인쇼핑,63.0,564,404700.0,1115000.0,1.9,1,8,9.9,1
100517,2700.0,11,레스토랑,68.0,3010,192800.0,602000.0,10.3,0,5,277.8,0
100731,22500.0,7,편의점,59.0,1548,215200.0,555000.0,14.2,0,2,101.8,0
100555,82100.0,11,편의점,74.0,3680,494500.0,1344000.0,7.9,0,4,248.6,0
100307,102100.0,11,전자기기,35.0,3938,136400.0,377000.0,21.5,0,2,120.4,0
100460,46200.0,14,편의점,24.0,517,165900.0,530000.0,10.0,0,3,150.3,0
100695,284800.0,1,온라인쇼핑,150.0,2975,230000.0,752000.0,18.9,0,7,241.1,1
100680,23400.0,22,편의점,71.0,3929,393100.0,1304000.0,4.3,0,1,14.0,0
100337,67900.0,0,생활용품,72.0,662,415400.0,1231000.0,5.0,0,1,138.7,0
100456,347500.0,18,전자기기,50.0,3561,156900.0,446000.0,12.7,0,2,163.4,0
100919,212600.0,17,전자기기,33.0,1331,440300.0,1393000.0,16.8,0,3,23.4,1
101148,75100.0,7,온라인쇼핑,62.0,1972,309000.0,981000.0,15.0,0,3,450.9,0
101130,106000.0,2,주유소,55.0,2693,453700.0,1401000.0,11.8,0,2,271.2,0
100535,70200.0,12,온라인쇼핑,51.0,1443,160100.0,413000.0,8.5,1,2,310.4,0
100542,149100.0,12,생활용품,22.0,3560,243600.0,749000.0,7.4,0,2,46.5,0
100010,44000.0,0,레스토랑,24.0,1372,60200.0,300000.0,8.8,0,3,131.0,0
100600,17900.0,3,편의점,54.0,2881,458400.0,1249000.0,4.3,0,4,18.8,0
100892,37700.0,22,레스토랑,58.0,3571,105000.0,300000.0,2.7,1,3,224.2,0
101039,128500.0,8,전자기기,43.0,1855,154900.0,440000.0,5.3,0,4,308.5,0
101094,154700.0,2,전자기기,40.0,460,240900.0,748000.0,7.7,1,1,210.4,0
100800,40600.0,1,생활용품,43.0,1296,296800.0,894000.0,17.2,0,1,22.5,0
100984,217100.0,12,생활용품,55.0,1607,229200.0,611000.0,50.5,0,0,77.2,0
100597,163700.0,17,여행/항공,51.0,3952,208100.0,618000.0,7.2,1,2,170.0,0
100589,155300.0,12,주유소,65.0,27,250100.0,694000.0,13.3,0,3,499.5,0
100109,,6,편의점,45.0,2168,187600.0,555000.0,34.9,0,7,50.6,0
100496,15000.0,5,편의점,42.0,1189,379800.0,1220000.0,44.8,1,3,436.9,0
100249,81400.0,3,주유소,63.0,114,64500.0,300000.0,3.2,0,2,47.3,0
100568,50000.0,15,주유소,32.0,1525,659000.0,1930000.0,21.9,0,3,99.5,0
100221,224300.0,21,온라인쇼핑,26.0,3524,214100.0,622000.0,15.3,0,2,71.7,0
100349,205700.0,10,전자기기,29.0,1876,285100.0,792000.0,19.1,0,0,235.0,0
100007,65600.0,19,온라인쇼핑,23.0,493,270600.0,788000.0,2.9,0,3,454.4,0
100818,56500.0,5,레스토랑,24.0,1883,296800.0,948000.0,8.8,0,0,65.3,0
100256,317400.0,14,전자기기,27.0,634,302900.0,1002000.0,13.8,0,5,3.4,1
100968,46000.0,4,온라인쇼핑,36.0,2175,261200.0,710000.0,,0,3,278.7,0
100048,46000.0,1,주유소,69.0,3927,394200.0,1241000.0,12.5,0,1,160.4,0
101033,11100.0,1,레스토랑,59.0,2430,,1019000.0,3.5,0,3,276.1,0
100368,20300.0,4,생활용품,36.0,208,220200.0,649000.0,37.9,0,3,83.5,0
100240,119100.0,1,온라인쇼핑,54.0,3637,196600.0,622000.0,20.2,0,6,89.2,0
101145,351300.0,0,전자기기,37.0,2862,537000.0,1440000.0,3.0,0,2,310.5,1
100420,37000.0,11,편의점,47.0,3938,134800.0,365000.0,4.7,0,5,118.3,0
100642,304100.0,12,전자기기,70.0,3525,80200.0,300000.0,21.7,0,4,174.8,1
100091,80400.0,23,레스토랑,43.0,2040,81500.0,300000.0,30.6,0,2,40.9,0
100095,419800.0,14,전자기기,69.0,3501,433500.0,1404000.0,14.0,0,2,8.0,1
100495,98100.0,2,온라인쇼핑,35.0,541,341700.0,1038000.0,7.2,0,2,6.7,0
100371,175700.0,11,전자기기,37.0,3457,577300.0,1827000.0,2.5,0,1,41.6,0
100472,52600.0,4,편의점,64.0,30,143500.0,458000.0,11.2,0,2,54.6,0
100483,38400.0,16,주유소,33.0,378,123100.0,348000.0,21.9,0,0,7.0,0
100835,30000.0,8,주유소,66.0,2554,162200.0,408000.0,52.2,0,2,69.5,0
100196,13800.0,20,주유소,,3990,217700.0,664000.0,1.5,0,2,99.2,0
100548,33600.0,21,레스토랑,52.0,610,388100.0,1342000.0,18.5,0,3,219.6,0
100932,93800.0,11,온라인쇼핑,58.0,380,344100.0,1125000.0,12.2,0,1,9.8,0
100792,17000.0,8,편의점,44.0,1023,403100.0,1089000.0,5.2,0,3,27.4,0
100860,10100.0,14,여행/항공,63.0,2534,126000.0,400000.0,2.1,0,1,524.4,0
100710,253900.0,3,전자기기,45.0,2944,300000.0,899000.0,1.6,0,4,57.1,0
100346,132000.0,20,주유소,33.0,1733,151100.0,406000.0,12.4,1,2,385.1,0
100868,24300.0,21,온라인쇼핑,65.0,2908,198300.0,709000.0,20.2,0,0,11.7,0
100742,238100.0,11,여행/항공,61.0,992,358200.0,1199000.0,0.5,0,2,161.9,0
100136,16900.0,5,생활용품,36.0,210,343500.0,1122000.0,6.6,0,2,221.2,0
100733,14300.0,1,편의점,70.0,723,208800.0,579000.0,28.4,1,3,392.5,0
100828,32900.0,7,생활용품,69.0,1379,215300.0,559000.0,18.7,1,3,77.0,0
100201,44800.0,22,레스토랑,39.0,255,,520000.0,24.5,0,3,105.6,0
100849,39400.0,21,레스토랑,64.0,1133,489000.0,1661000.0,3.7,0,0,12.8,0
100330,42700.0,17,편의점,50.0,1675,255200.0,642000.0,,0,1,255.5,0
100971,118500.0,6,전자기기,35.0,3079,197000.0,597000.0,1.7,0,4,52.4,0
100120,10200.0,5,편의점,25.0,209,523500.0,1591000.0,37.8,0,3,91.9,0
100020,286200.0,12,온라인쇼핑,44.0,3670,428200.0,1214000.0,22.4,0,4,14.4,1
100957,94100.0,17,여행/항공,41.0,3067,325100.0,987000.0,26.2,0,2,166.4,0
101135,85400.0,13,온라인쇼핑,53.0,2729,224000.0,723000.0,27.3,0,1,451.0,0
100768,124300.0,18,여행/항공,45.0,1970,238200.0,746000.0,21.1,0,1,470.2,0
100217,85100.0,12,온라인쇼핑,23.0,1217,324700.0,997000.0,40.7,0,3,425.6,0
100803,317000.0,5,여행/항공,47.0,300,405700.0,1079000.0,11.7,0,2,41.0,0
100482,103100.0,15,레스토랑,65.0,3590,239600.0,869000.0,11.7,0,1,447.5,0
100143,65100.0,1,주유소,34.0,1783,288100.0,896000.0,12.0,0,1,54.3,0
100743,72000.0,21,주유소,54.0,3517,288500.0,838000.0,4.1,0,3,149.0,1
100260,590500.0,12,여행/항공,51.0,1143,157400.0,417000.0,22.2,1,1,162.4,1
100190,16400.0,2,편의점,35.0,1640,226000.0,620000.0,4.0,0,2,196.0,0
100102,90800.0,3,온라인쇼핑,30.0,1655,340800.0,898000.0,17.8,0,3,57.5,0
100311,28000.0,19,레스토랑,56.0,3163,562300.0,1630000.0,14.9,0,1,107.2,0
100871,33300.0,5,주유소,44.0,1222,479400.0,1293000.0,30.5,0,3,12.4,0
101061,72300.0,11,생활용품,62.0,2804,50000.0,300000.0,,0,2,172.8,0
101036,119600.0,17,온라인쇼핑,60.0,1167,244500.0,741000.0,56.5,0,1,65.5,0
100939,131700.0,2,여행/항공,44.0,1230,381000.0,1202000.0,45.3,0,5,305.8,1
100624,42000.0,23,레스토랑,42.0,1585,208300.0,696000.0,9.6,0,2,354.7,0
100191,81500.0,6,온라인쇼핑,57.0,2143,545900.0,1505000.0,3.0,0,3,46.7,0
100569,6800.0,8,주유소,54.0,1660,237900.0,686000.0,,0,0,246.6,0
100660,259100.0,14,온라인쇼핑,35.0,3837,524300.0,1446000.0,12.0,0,3,203.7,0
100547,159700.0,9,온라인쇼핑,,1883,384500.0,1247000.0,44.7,0,2,292.7,0
100042,42400.0,21,편의점,61.0,1122,290800.0,944000.0,3.6,1,6,116.4,0
100749,253500.0,0,온라인쇼핑,36.0,2992,150400.0,409000.0,3.2,0,1,153.9,0
100954,58800.0,11,생활용품,42.0,530,141700.0,427000.0,4.6,0,2,115.3,0
100577,79200.0,8,전자기기,70.0,3799,314800.0,900000.0,36.0,0,3,275.9,0
101012,338100.0,0,전자기기,63.0,988,145900.0,431000.0,8.6,0,1,113.6,0
100229,,1,주유소,49.0,2019,477000.0,1318000.0,54.1,0,4,608.4,0
100112,12800.0,22,편의점,62.0,3699,302300.0,1010000.0,15.2,1,1,0.1,0
101001,26900.0,9,주유소,64.0,1322,284300.0,911000.0,9.2,0,1,368.0,0
100585,28400.0,1,레스토랑,41.0,3446,269100.0,825000.0,6.4,0,2,107.7,0
100187,5600.0,10,온라인쇼핑,28.0,2558,,1753000.0,45.7,0,2,58.8,0
100528,2600.0,4,편의점,27.0,1685,429200.0,1184000.0,14.1,1,1,21.4,0
100726,39800.0,8,레스토랑,25.0,495,,497000.0,16.9,0,3,641.9,0
100332,140400.0,14,온라인쇼핑,39.0,21,341300.0,1144000.0,13.6,0,1,159.0,0
100645,19600.0,0,생활용품,62.0,1920,327800.0,1141000.0,16.1,0,0,25.9,0
100909,201700.0,2,온라인쇼핑,39.0,1585,277600.0,752000.0,17.4,0,1,199.3,0
100896,158100.0,15,온라인쇼핑,53.0,3967,157500.0,504000.0,4387.6,0,2,22.0,0
100205,71400.0,4,레스토랑,44.0,889,169800.0,501000.0,9.8,0,2,605.6,0
100813,28900.0,21,주유소,57.0,583,251600.0,762000.0,27.5,0,2,193.5,0
100079,9900.0,22,생활용품,50.0,628,295900.0,994000.0,7.6,1,2,90.5,0
100212,17100.0,7,편의점,59.0,282,161700.0,462000.0,,0,0,26.9,0
100284,7600.0,23,온라인쇼핑,46.0,2255,176100.0,583000.0,6.8,0,0,53.0,0
100938,79800.0,10,전자기기,27.0,2656,125500.0,391000.0,5434.7,0,1,133.4,0
100061,107300.0,17,여행/항공,70.0,2499,116000.0,341000.0,30.3,0,3,61.1,0
100302,22300.0,7,주유소,65.0,178,429200.0,1401000.0,27.2,0,2,5.8,0
100674,22900.0,1,주유소,24.0,3508,515900.0,1554000.0,17.4,0,4,346.5,0
100436,84300.0,8,생활용품,25.0,1280,103000.0,302000.0,7.7,0,3,213.6,1
100464,20400.0,1,편의점,42.0,2776,65400.0,300000.0,21.7,1,3,135.5,0
100843,403300.0,19,전자기기,69.0,1159,456800.0,1325000.0,3.4,0,2,101.5,1
100776,,20,온라인쇼핑,72.0,540,355900.0,954000.0,26.2,0,4,151.2,0
100396,33500.0,10,편의점,67.0,2366,238100.0,679000.0,4.4,0,2,333.1,0
100955,21000.0,4,주유소,62.0,3486,173000.0,591000.0,24.7,1,3,179.6,0
100484,378100.0,2,여행/항공,63.0,3523,326900.0,924000.0,11.2,0,3,54.9,1
100263,19700.0,14,레스토랑,35.0,1013,347500.0,901000.0,17.7,0,3,91.2,0
100063,41200.0,19,주유소,39.0,1851,198600.0,738000.0,2.4,0,2,442.3,0
100305,159100.0,13,전자기기,49.0,2294,574500.0,1640000.0,19.4,0,1,118.4,0
100693,152800.0,14,온라인쇼핑,71.0,3268,357900.0,1010000.0,,0,7,81.6,0
100497,147100.0,18,전자기기,25.0,1383,111400.0,309000.0,9.8,0,2,98.7,0
100100,9800.0,2,생활용품,26.0,3911,385400.0,1265000.0,7.7,0,0,475.2,0
100820,52100.0,17,편의점,74.0,624,488700.0,1319000.0,18.5,0,2,366.3,0
100077,10000.0,19,편의점,37.0,442,294200.0,801000.0,,0,4,452.7,0
101067,340300.0,11,온라인쇼핑,70.0,1810,82100.0,300000.0,2.5,0,2,43.7,0
100488,170000.0,7,생활용품,48.0,2492,60300.0,300000.0,75.3,0,1,277.9,0
100694,78300.0,5,생활용품,71.0,3385,,1306000.0,51.8,0,1,139.6,0
101061,72300.0,11,생활용품,62.0,2804,50000.0,300000.0,,0,2,172.8,0
101109,13300.0,2,온라인쇼핑,71.0,19,282600.0,725000.0,,0,1,78.7,0
100579,55000.0,21,온라인쇼핑,69.0,1785,82000.0,300000.0,34.3,0,3,125.7,0
100383,34400.0,3,주유소,72.0,3732,198800.0,478000.0,26.4,0,2,3.2,0
100630,4500.0,21,편의점,39.0,2742,274300.0,855000.0,12.1,0,3,112.9,0
100481,5400.0,12,편의점,35.0,2297,174300.0,592000.0,2.8,0,6,57.7,0
100035,121600.0,2,온라인쇼핑,68.0,1689,768400.0,2531000.0,28.4,0,6,436.8,0
100086,74900.0,14,온라인쇼핑,58.0,1395,59300.0,300000.0,1.3,0,3,218.9,0
100157,37400.0,1,주유소,26.0,1029,552100.0,1787000.0,19.2,0,0,83.0,0
100076,63000.0,23,레스토랑,45.0,3879,186900.0,591000.0,16.7,0,2,88.3,0
100036,29600.0,21,레스토랑,22.0,1240,318500.0,1023000.0,98.0,0,1,188.2,0
100987,327800.0,10,전자기기,53.0,2184,613600.0,1654000.0,16.1,0,1,71.2,1
100323,164400.0,13,온라인쇼핑,53.0,1805,318800.0,1010000.0,8360.1,0,5,269.8,0
100245,50100.0,22,레스토랑,54.0,874,192400.0,561000.0,54.7,0,3,263.3,0
100825,32200.0,10,온라인쇼핑,53.0,2243,120100.0,386000.0,,0,1,12.0,0
100834,146000.0,12,전자기기,27.0,3007,213500.0,559000.0,21.5,0,3,223.0,0
100281,89300.0,5,생활용품,34.0,1889,56200.0,300000.0,0.5,0,5,86.5,0
100195,69300.0,6,생활용품,72.0,758,482000.0,1351000.0,28.2,0,4,142.0,0
100322,35900.0,20,온라인쇼핑,25.0,2797,201600.0,618000.0,19.1,0,3,319.2,0
100237,114100.0,19,여행/항공,56.0,2248,117300.0,436000.0,2.9,0,0,369.6,0
100819,17500.0,5,편의점,56.0,3359,530700.0,1710000.0,2.3,0,2,404.5,0
101083,196600.0,2,온라인쇼핑,72.0,3754,240500.0,723000.0,25.5,1,1,34.5,0
100613,36200.0,4,온라인쇼핑,62.0,55,79800.0,342000.0,,0,2,25.8,0
100458,201500.0,15,전자기기,54.0,2381,366900.0,1072000.0,29.8,0,4,173.6,0
100341,118100.0,21,온라인쇼핑,54.0,1110,293500.0,977000.0,13.2,0,2,2.9,0
100493,27600.0,23,편의점,61.0,1797,557200.0,1720000.0,22.2,0,1,258.3,0
100922,7600.0,1,편의점,51.0,2593,782100.0,2588000.0,22.5,0,1,12.7,0
100221,224300.0,21,온라인쇼핑,26.0,3524,214100.0,622000.0,15.3,0,2,71.7,0
100182,53700.0,19,편의점,200.0,2874,96200.0,320000.0,36.9,0,0,71.0,0
100009,47900.0,1,편의점,30.0,1546,353600.0,1185000.0,34.7,0,2,77.9,0
100299,44300.0,23,주유소,34.0,2960,377900.0,1200000.0,10.6,0,1,73.3,0
100324,14400.0,17,편의점,70.0,839,160900.0,353000.0,10.4,0,3,122.4,0
100809,19200.0,11,레스토랑,40.0,2646,105900.0,334000.0,18.8,0,2,100.4,0
100373,48900.0,4,레스토랑,41.0,777,588400.0,1974000.0,4.4,0,1,245.3,0
100805,5300.0,10,생활용품,60.0,3884,94300.0,300000.0,7.9,0,6,37.4,0
100259,4800.0,1,레스토랑,28.0,21,410500.0,1347000.0,36.1,0,3,388.3,0
100315,,8,주유소,32.0,3410,50000.0,300000.0,6.7,0,1,138.2,0
100574,99400.0,20,주유소,21.0,2928,,1059000.0,12.1,0,5,210.7,0
100539,45300.0,8,주유소,49.0,3758,294700.0,776000.0,6.8,0,1,35.6,0
101018,43200.0,18,편의점,46.0,3375,195600.0,634000.0,4.9,0,1,126.1,0
100510,367700.0,11,온라인쇼핑,32.0,1025,314100.0,1005000.0,19.7,0,4,34.5,1
100444,7700.0,9,편의점,46.0,90,113800.0,374000.0,8.4,0,1,83.4,0
100764,41600.0,2,주유소,71.0,3112,187700.0,603000.0,6.4,0,2,171.2,0
100839,106000.0,17,생활용품,19.0,854,410300.0,1423000.0,5.4,0,2,124.2,0
101086,34600.0,18,레스토랑,65.0,3166,224600.0,736000.0,4.5,0,3,119.4,0
100684,99500.0,8,온라인쇼핑,72.0,301,184700.0,560000.0,31.0,1,0,23.3,0
100135,76000.0,7,생활용품,63.0,1536,250600.0,847000.0,12.3,0,3,84.1,0
101078,58400.0,11,온라인쇼핑,28.0,3732,124100.0,392000.0,6.3,0,1,35.1,0
100905,77400.0,23,전자기기,44.0,2862,405500.0,1186000.0,10.8,0,1,611.6,0
100556,,19,생활용품,47.0,3438,123600.0,367000.0,2.5,0,3,40.7,0
100434,97900.0,8,전자기기,26.0,1664,381400.0,1183000.0,8.3,0,3,114.9,0
100011,122900.0,13,온라인쇼핑,48.0,2337,317900.0,984000.0,36.5,1,2,110.0,0
100681,12100.0,19,편의점,59.0,1429,546400.0,1587000.0,11.6,0,0,94.8,0
100958,39600.0,0,생활용품,54.0,567,96400.0,327000.0,27.8,0,1,158.6,0
100672,27600.0,7,편의점,53.0,3062,281200.0,797000.0,8725.7,0,0,139.5,0
100738,156800.0,22,온라인쇼핑,37.0,1663,294200.0,917000.0,19.5,0,3,191.7,0
100059,148300.0,9,전자기기,60.0,1149,461500.0,1246000.0,36.0,0,1,5.9,0
101103,6300.0,17,편의점,70.0,985,251800.0,704000.0,3.4,0,5,38.7,0
100603,4600.0,4,레스토랑,60.0,2520,77300.0,300000.0,25.0,0,4,213.9,0
100983,74700.0,10,생활용품,49.0,2085,297600.0,843000.0,5.5,0,2,526.9,0
100289,151400.0,20,생활용품,49.0,1286,122500.0,450000.0,3.8,0,3,760.0,0
100769,20500.0,10,주유소,26.0,1814,310500.0,807000.0,13.3,0,0,7.3,0
100089,409200.0,15,온라인쇼핑,61.0,1201,727900.0,2286000.0,7.1,0,1,15.1,1
100105,70200.0,4,온라인쇼핑,63.0,2604,60500.0,300000.0,14.3,1,2,278.1,0
100858,51200.0,2,온라인쇼핑,22.0,622,336300.0,984000.0,9.9,1,3,289.3,0
100941,133700.0,17,전자기기,57.0,3551,217700.0,642000.0,4.0,0,1,54.7,0
101019,351500.0,2,전자기기,21.0,3745,531200.0,1544000.0,11.8,0,2,101.8,1
100479,35400.0,19,온라인쇼핑,56.0,1561,200200.0,634000.0,6.7,0,4,262.6,0
100895,79200.0,13,생활용품,60.0,1121,756900.0,2332000.0,16.7,1,1,87.2,0
101055,343000.0,16,전자기기,23.0,1826,262700.0,662000.0,15.5,0,4,222.0,0
100639,113000.0,22,레스토랑,63.0,1899,204300.0,643000.0,25.4,0,3,56.4,0
100865,20600.0,10,편의점,66.0,2595,299700.0,924000.0,12.6,1,3,3.6,0
101133,30300.0,7,전자기기,63.0,1305,124700.0,402000.0,18.9,0,1,29.0,0
100391,57800.0,14,레스토랑,60.0,1909,292900.0,957000.0,12.9,0,3,28.8,0
100676,155600.0,0,온라인쇼핑,59.0,3608,854900.0,2262000.0,10.7,0,5,176.4,0
100140,71000.0,10,주유소,43.0,2493,238400.0,749000.0,3.2,0,1,25.8,0
100747,80000.0,6,주유소,48.0,2303,566300.0,1661000.0,7.3,0,5,8.0,0
100166,,17,여행/항공,64.0,1206,,461000.0,18.3,0,0,120.2,0
100227,65900.0,6,주유소,64.0,3849,139300.0,479000.0,13.3,1,2,1181.8,0
100856,21500.0,17,레스토랑,66.0,529,164800.0,477000.0,1.7,0,0,311.9,0
100181,39200.0,5,레스토랑,71.0,1807,,702000.0,9.4,0,1,22.9,0
100192,70400.0,22,레스토랑,54.0,560,242500.0,680000.0,8.8,0,0,159.8,0
100648,240000.0,18,전자기기,48.0,755,276900.0,887000.0,67.1,0,1,83.4,1
100998,37500.0,13,생활용품,39.0,3744,253700.0,738000.0,14.5,0,2,289.8,0
101021,16800.0,0,편의점,22.0,98,191400.0,553000.0,13.9,0,2,112.5,0
100996,39500.0,21,생활용품,54.0,1784,281400.0,804000.0,17.1,0,1,10.7,0
100675,241500.0,17,여행/항공,53.0,3094,323600.0,1010000.0,18.8,0,3,417.4,0
100875,7500.0,12,편의점,58.0,305,437100.0,1329000.0,21.1,0,0,233.9,0
101025,243400.0,22,전자기기,65.0,944,138900.0,350000.0,6.6,0,1,345.0,0
100243,65200.0,8,온라인쇼핑,24.0,3936,98500.0,300000.0,37.6,0,1,289.6,0
100018,20700.0,21,주유소,26.0,1603,325500.0,960000.0,16.2,0,1,10.5,0
101126,309700.0,12,온라인쇼핑,66.0,1707,128400.0,335000.0,14.1,0,1,67.9,0
100415,132600.0,11,레스토랑,20.0,2234,67700.0,300000.0,19.0,0,2,180.9,0
100993,331800.0,12,여행/항공,30.0,3850,471400.0,1340000.0,22.6,0,0,165.3,0
100904,59300.0,10,레스토랑,0.0,3790,346700.0,957000.0,34.9,0,4,275.2,0
100208,1800.0,6,편의점,73.0,550,156700.0,540000.0,40.6,0,2,25.3,0
100914,60700.0,21,온라인쇼핑,73.0,2883,105800.0,300000.0,29.3,0,0,34.0,0
100312,57300.0,3,주유소,56.0,1260,346700.0,1094000.0,27.5,0,6,1293.7,0
100620,42900.0,3,레스토랑,26.0,799,407300.0,1359000.0,74.4,0,1,161.7,0
100529,29500.0,20,레스토랑,70.0,3698,336100.0,919000.0,3.3,0,2,76.8,0
100788,78200.0,22,주유소,57.0,2224,570500.0,1512000.0,12.2,0,1,134.9,0
101046,23100.0,23,레스토랑,27.0,3266,347700.0,1127000.0,12.3,0,3,1307.1,0
101006,36200.0,6,레스토랑,70.0,1966,146800.0,411000.0,3.6,0,2,102.6,0
100650,52200.0,3,주유소,,2095,210500.0,605000.0,10.4,0,2,85.7,0
100176,127000.0,5,레스토랑,44.0,762,295200.0,962000.0,7.7,0,1,409.8,0
100928,69100.0,8,온라인쇼핑,35.0,1768,148100.0,381000.0,18.8,1,2,259.5,0
100590,30800.0,14,레스토랑,66.0,829,448900.0,1198000.0,15.4,0,4,175.4,0
101026,40600.0,7,주유소,22.0,3053,260500.0,816000.0,15.8,0,1,15.7,0
